Corner,butter-6_lowQ_1,butter-6_lowQ_2,butter-6_lowQ_3
Enable,t,t,t
cVal1,4.982206068150443,2.1645302497801486,1.0630003082229798
c_1p,0.0,0.0,0.0
cVal2,4.1216398410663615,2.0541967707528515,1.3539625583346113
cVal3,1.0,1.0,1.0
cVal4,22.58514151747992,4.106842481826809,0.6530531061523115
cVal5,4.1216398410663615,2.0541967707528515,1.3539625583346113
cVal6,5.133714756722863,1.111592762323811,0.3598156542080165
cVal7,1.0,1.0,1.0
